Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer_ID,Country,InvoiceDate_mod,Revenue,Is_Return,Year,Month
527420,21479,WHITE SKULL HOT WATER BOTTLE,1,2010-10-17 15:50:00,3.75,16549,United Kingdom,2024-10-17 15:50:00,3.75,False,2024,2024-10
550459,47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,2,2011-04-18 13:17:00,0.39,18116,United Kingdom,2025-04-18 13:17:00,0.78,False,2025,2025-04
533740,21976,PACK OF 60 MUSHROOM CAKE CASES,1,2010-11-18 14:07:00,1.28,,United Kingdom,2024-11-18 14:07:00,1.28,False,2024,2024-11
503394,22549,PICTURE DOMINOES,24,2010-03-31 15:22:00,1.45,13464,United Kingdom,2024-03-31 15:22:00,34.8,False,2024,2024-03
570672,23173,REGENCY TEAPOT ROSES,2,2011-10-11 14:52:00,9.95,12536,France,2025-10-11 14:52:00,19.9,False,2025,2025-10
576300,22640,SET OF 4 NAPKIN CHARMS 3 KEYS,1,2011-11-14 14:39:00,2.55,15058,United Kingdom,2025-11-14 14:39:00,2.55,False,2025,2025-11
569544,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-10-04 16:33:00,4.13,,United Kingdom,2025-10-04 16:33:00,41.3,False,2025,2025-10
558194,62018,SOMBRERO,1,2011-06-27 12:28:00,1.95,14583,United Kingdom,2025-06-27 12:28:00,1.95,False,2025,2025-06
575947,23397,FOOT STOOL HOME SWEET HOME,2,2011-11-13 11:50:00,19.96,,United Kingdom,2025-11-13 11:50:00,39.92,False,2025,2025-11
548194,22538,MINI JIGSAW GO TO THE FAIR,1,2011-03-29 15:30:00,0.83,,United Kingdom,2025-03-29 15:30:00,0.83,False,2025,2025-03
579571,22650,CERAMIC PIRATE CHEST MONEY BANK,4,2011-11-30 11:48:00,1.45,16657,United Kingdom,2025-11-30 11:48:00,5.8,False,2025,2025-11
556481,85099F,JUMBO BAG STRAWBERRY,2,2011-06-12 13:00:00,2.08,16115,United Kingdom,2025-06-12 13:00:00,4.16,False,2025,2025-06
574700,82578,KITCHEN METAL SIGN,2,2011-11-06 13:53:00,0.55,16033,United Kingdom,2025-11-06 13:53:00,1.1,False,2025,2025-11
572295,23392,SPACEBOY ROCKET LOLLY MAKERS,1,2011-10-23 13:49:00,2.08,16686,United Kingdom,2025-10-23 13:49:00,2.08,False,2025,2025-10
494012,21578,WOODLAND DESIGN  COTTON TOTE BAG,5,2010-01-11 09:31:00,2.57,,United Kingdom,2024-01-11 09:31:00,12.85,False,2024,2024-01
555539,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-06-05 12:44:00,0.65,14472,United Kingdom,2025-06-05 12:44:00,10.4,False,2025,2025-06
551174,35649,VINTAGE BEAD COSMETIC BAG,1,2011-04-26 17:02:00,2.46,,United Kingdom,2025-04-26 17:02:00,2.46,False,2025,2025-04
530570,47016,LIGHT DECORATION BATTERY OPERATED,1,2010-11-03 14:15:00,2.1,16725,United Kingdom,2024-11-03 14:15:00,2.1,False,2024,2024-11
554929,20981,12 PENCILS TALL TUBE WOODLAND,12,2011-05-27 13:16:00,0.85,13018,United Kingdom,2025-05-27 13:16:00,10.2,False,2025,2025-05
573576,22789,T-LIGHT HOLDER SWEETHEART HANGING,1,2011-10-31 14:09:00,4.13,14096,United Kingdom,2025-10-31 14:09:00,4.13,False,2025,2025-10
551998,21770,OPEN CLOSED METAL SIGN,3,2011-05-05 15:48:00,4.95,14099,United Kingdom,2025-05-05 15:48:00,14.85,False,2025,2025-05
529077,21122,SET/10 PINK POLKADOT PARTY CANDLES,2,2010-10-26 12:54:00,1.25,16372,United Kingdom,2024-10-26 12:54:00,2.5,False,2024,2024-10
575610,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6,2011-11-10 12:45:00,2.1,16628,United Kingdom,2025-11-10 12:45:00,12.6,False,2025,2025-11
564516,22412,METAL SIGN NEIGHBOURHOOD WITCH,1,2011-08-25 14:45:00,4.13,,United Kingdom,2025-08-25 14:45:00,4.13,False,2025,2025-08
563911,20728,LUNCH BAG CARS BLUE,10,2011-08-21 12:39:00,1.65,16265,United Kingdom,2025-08-21 12:39:00,16.5,False,2025,2025-08
523343,21741,COSY SLIPPER SHOES LARGE GREEN,1,2010-09-21 15:46:00,5.91,,United Kingdom,2024-09-21 15:46:00,5.91,False,2024,2024-09
518857,20979,36 PENCILS TUBE RED SPOTTY,1,2010-08-12 12:33:00,1.25,15719,United Kingdom,2024-08-12 12:33:00,1.25,False,2024,2024-08
524305,21584,RETROSPOT SMALL TUBE MATCHES,10,2010-09-28 13:40:00,1.65,14988,United Kingdom,2024-09-28 13:40:00,16.5,False,2024,2024-09
563213,21499,BLUE POLKADOT WRAP,25,2011-08-14 12:55:00,0.42,16115,United Kingdom,2025-08-14 12:55:00,10.5,False,2025,2025-08
567613,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,2011-09-21 11:49:00,3.25,13908,United Kingdom,2025-09-21 11:49:00,19.5,False,2025,2025-09
564838,20725,LUNCH BAG RED RETROSPOT,1,2011-08-30 12:43:00,4.13,,United Kingdom,2025-08-30 12:43:00,4.13,False,2025,2025-08
541423,47504K,ENGLISH ROSE GARDEN SECATEURS,2,2011-01-17 17:54:00,3.29,,United Kingdom,2025-01-17 17:54:00,6.58,False,2025,2025-01
525071,22333,RETROSPOT PARTY BAG + STICKER SET,40,2010-10-03 14:50:00,1.65,12583,France,2024-10-03 14:50:00,66.0,False,2024,2024-10
557070,21155,RED RETROSPOT PEG BAG,6,2011-06-16 15:28:00,2.55,14755,United Kingdom,2025-06-16 15:28:00,15.3,False,2025,2025-06
504644,21875,KINGS CHOICE MUG,12,2010-04-15 14:28:00,1.25,14068,United Kingdom,2024-04-15 14:28:00,15.0,False,2024,2024-04
525436,22679,"FRENCH BLUE METAL DOOR SIGN, 4",20,2010-10-05 13:21:00,1.25,14492,United Kingdom,2024-10-05 13:21:00,25.0,False,2024,2024-10
496990,20718,RED SPOTTY SHOPPER BAG,100,2010-02-05 11:22:00,1.06,14607,United Kingdom,2024-02-05 11:22:00,106.0,False,2024,2024-02
539629,22970,LONDON BUS COFFEE MUG,12,2010-12-20 14:51:00,2.55,14062,United Kingdom,2024-12-20 14:51:00,30.6,False,2024,2024-12
567661,21248,DOOR HANGER  MUM + DADS ROOM,1,2011-09-21 15:06:00,1.45,13959,United Kingdom,2025-09-21 15:06:00,1.45,False,2025,2025-09
500008,22138,BAKING SET 9 PIECE RETROSPOT,6,2010-03-04 09:51:00,4.95,12431,Australia,2024-03-04 09:51:00,29.700000000000003,False,2024,2024-03
555510,90200A,PURPLE SWEETHEART BRACELET,1,2011-06-03 17:09:00,4.15,,United Kingdom,2025-06-03 17:09:00,4.15,False,2025,2025-06
548388,21720,CAKE SHOP  STICKER SHEET,6,2011-03-30 16:52:00,0.85,13268,United Kingdom,2025-03-30 16:52:00,5.1,False,2025,2025-03
C561681,84968A,SET OF 16 VINTAGE ROSE CUTLERY,-2,2011-07-28 19:14:00,12.75,15370,United Kingdom,2025-07-28 19:14:00,-25.5,True,2025,2025-07
517862,22120,WELCOME  WOODEN BLOCK LETTERS,2,2010-08-02 14:11:00,9.95,14667,United Kingdom,2024-08-02 14:11:00,19.9,False,2024,2024-08
495183,21287,SCENTED VELVET LOUNGE CANDLE,12,2010-01-21 13:48:00,1.25,15296,United Kingdom,2024-01-21 13:48:00,15.0,False,2024,2024-01
495366,21531,RETRO SPOT SUGAR JAM BOWL,2,2010-01-24 12:21:00,2.55,16255,United Kingdom,2024-01-24 12:21:00,5.1,False,2024,2024-01
495070,84951B,S/4 BLACK LOVEBIRD COASTERS,4,2010-01-20 17:50:00,1.66,,United Kingdom,2024-01-20 17:50:00,6.64,False,2024,2024-01
557621,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,12,2011-06-21 14:00:00,1.25,12444,Norway,2025-06-21 14:00:00,15.0,False,2025,2025-06
494144,21577,SAVE THE PLANET COTTON TOTE BAG,5,2010-01-11 14:35:00,2.51,,United Kingdom,2024-01-11 14:35:00,12.55,False,2024,2024-01
568659,23165,LARGE CERAMIC TOP STORAGE JAR,12,2011-09-28 12:28:00,1.65,13516,United Kingdom,2025-09-28 12:28:00,19.8,False,2025,2025-09
521869,20973,12 PENCIL SMALL TUBE WOODLAND,24,2010-09-09 11:12:00,0.65,17612,United Kingdom,2024-09-09 11:12:00,15.6,False,2024,2024-09
555845,21446,12 RED ROSE PEG PLACE SETTINGS,2,2011-06-07 13:19:00,1.25,17015,United Kingdom,2025-06-07 13:19:00,2.5,False,2025,2025-06
522987,22644,CERAMIC CHERRY CAKE MONEY BANK,4,2010-09-19 14:51:00,1.45,17625,United Kingdom,2024-09-19 14:51:00,5.8,False,2024,2024-09
C520958,84949,SILVER HANGING T-LIGHT HOLDER,-4,2010-09-01 12:04:00,1.65,13089,United Kingdom,2024-09-01 12:04:00,-6.6,True,2024,2024-09
501550,21164,HOME SWEET HOME METAL SIGN,6,2010-03-17 15:29:00,2.95,13371,United Kingdom,2024-03-17 15:29:00,17.700000000000003,False,2024,2024-03
545227,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,2011-03-01 09:35:00,0.42,12428,Finland,2025-03-01 09:35:00,10.08,False,2025,2025-03
495951,48111,DOOR MAT 3 SMILEY CATS,1,2010-01-27 17:44:00,13.57,,United Kingdom,2024-01-27 17:44:00,13.57,False,2024,2024-01
511025,21927,BLUE/CREAM STRIPE CUSHION COVER,2,2010-06-06 09:49:00,1.25,17377,United Kingdom,2024-06-06 09:49:00,2.5,False,2024,2024-06
494784,35004B,SET OF 3 BLACK FLYING DUCKS,2,2010-01-18 13:20:00,5.91,,United Kingdom,2024-01-18 13:20:00,11.82,False,2024,2024-01
521386,21936,RED RETROSPOT PICNIC BAG,2,2010-09-05 13:07:00,2.95,17085,United Kingdom,2024-09-05 13:07:00,5.9,False,2024,2024-09
567933,84422,Dagamed,-30,2011-09-22 17:49:00,0.0,,United Kingdom,2025-09-22 17:49:00,-0.0,True,2025,2025-09
534749,79406,FROSTED WHITE BASE,24,2010-11-24 09:51:00,0.22,14861,United Kingdom,2024-11-24 09:51:00,5.28,False,2024,2024-11
559095,21222,SET/4 BADGES BEETLES,10,2011-07-06 10:49:00,1.25,13198,United Kingdom,2025-07-06 10:49:00,12.5,False,2025,2025-07
574536,22952,60 CAKE CASES VINTAGE CHRISTMAS,4,2011-11-04 14:35:00,0.55,15707,United Kingdom,2025-11-04 14:35:00,2.2,False,2025,2025-11
546426,22047,EMPIRE GIFT WRAP,25,2011-03-13 13:46:00,0.42,13708,United Kingdom,2025-03-13 13:46:00,10.5,False,2025,2025-03
535835,51014A,"FEATHER PEN,HOT PINK",1,2010-11-29 09:46:00,1.66,,United Kingdom,2024-11-29 09:46:00,1.66,False,2024,2024-11
524153,90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,2,2010-09-27 15:56:00,1.69,,United Kingdom,2024-09-27 15:56:00,3.38,False,2024,2024-09
540474,22384,LUNCH BAG PINK POLKADOT,1,2011-01-07 14:38:00,1.65,,United Kingdom,2025-01-07 14:38:00,1.65,False,2025,2025-01
547062,21043,APRON MODERN VINTAGE COTTON,1,2011-03-20 13:28:00,1.95,16728,United Kingdom,2025-03-20 13:28:00,1.95,False,2025,2025-03
559887,20728,LUNCH BAG CARS BLUE,2,2011-07-13 11:44:00,1.65,13263,United Kingdom,2025-07-13 11:44:00,3.3,False,2025,2025-07
566163,23254,CHILDRENS CUTLERY DOLLY GIRL,4,2011-09-09 11:48:00,4.15,12637,France,2025-09-09 11:48:00,16.6,False,2025,2025-09
569416,23322,LARGE WHITE HEART OF WICKER,6,2011-10-04 10:15:00,2.95,13801,United Kingdom,2025-10-04 10:15:00,17.700000000000003,False,2025,2025-10
566247,47566,PARTY BUNTING,20,2011-09-11 12:03:00,4.95,16107,United Kingdom,2025-09-11 12:03:00,99.0,False,2025,2025-09
494893,21612,SET 12 WILDFLOWER BOTANICAL T-LIGHT,6,2010-01-19 13:31:00,2.95,14156,EIRE,2024-01-19 13:31:00,17.700000000000003,False,2024,2024-01
571225,23145,ZINC T-LIGHT HOLDER STAR LARGE,12,2011-10-14 13:41:00,0.95,14397,United Kingdom,2025-10-14 13:41:00,11.4,False,2025,2025-10
522302,21212,PACK OF 72 RETRO SPOT CAKE CASES,24,2010-09-13 14:56:00,0.55,15271,United Kingdom,2024-09-13 14:56:00,13.2,False,2024,2024-09
572082,22998,TRAVEL CARD WALLET KEEP CALM,24,2011-10-20 14:18:00,0.42,17672,United Kingdom,2025-10-20 14:18:00,10.08,False,2025,2025-10
511618,72715,SPHERICAL IVORY CANDLE,6,2010-06-09 12:19:00,0.42,,United Kingdom,2024-06-09 12:19:00,2.52,False,2024,2024-06
494014,20752,RETRO BLUE SPOTTY WASHING UP GLOVES,2,2010-01-11 09:33:00,2.57,,United Kingdom,2024-01-11 09:33:00,5.14,False,2024,2024-01
564061,20828,GLITTER BUTTERFLY CLIPS,3,2011-08-22 14:38:00,2.55,14505,United Kingdom,2025-08-22 14:38:00,7.649999999999999,False,2025,2025-08
530571,22112,CHOCOLATE HOT WATER BOTTLE,3,2010-11-03 14:22:00,4.95,15752,United Kingdom,2024-11-03 14:22:00,14.85,False,2024,2024-11
526108,22474,SPACEBOY TV DINNER TRAY,1,2010-10-08 12:48:00,4.95,14904,United Kingdom,2024-10-08 12:48:00,4.95,False,2024,2024-10
575875,22870,NUMBER TILE COTTAGE GARDEN 2,1,2011-11-11 13:06:00,4.13,,United Kingdom,2025-11-11 13:06:00,4.13,False,2025,2025-11
539053,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,2,2010-12-15 16:32:00,2.1,16725,United Kingdom,2024-12-15 16:32:00,4.2,False,2024,2024-12
569897,23110,PARISIENNE KEY CABINET,1,2011-10-06 16:01:00,5.75,17813,United Kingdom,2025-10-06 16:01:00,5.75,False,2025,2025-10
575930,23101,SILVER STARS TABLE DECORATION,2,2011-11-11 17:58:00,2.46,,United Kingdom,2025-11-11 17:58:00,4.92,False,2025,2025-11
566304,20723,STRAWBERRY CHARLOTTE BAG,10,2011-09-12 09:03:00,0.85,18158,United Kingdom,2025-09-12 09:03:00,8.5,False,2025,2025-09
491113,72756,FAIRY CAKE CANDLES,2,2009-12-09 14:48:00,1.49,14505,United Kingdom,2023-12-09 14:48:00,2.98,False,2023,2023-12
577475,22079,RIBBON REEL HEARTS DESIGN,10,2011-11-20 11:30:00,1.65,15152,United Kingdom,2025-11-20 11:30:00,16.5,False,2025,2025-11
536520,22583,PACK OF 6 HANDBAG GIFT BOXES,1,2010-12-01 12:43:00,2.55,14729,United Kingdom,2024-12-01 12:43:00,2.55,False,2024,2024-12
540646,22961,JAM MAKING SET PRINTED,1,2011-01-10 14:32:00,3.36,,United Kingdom,2025-01-10 14:32:00,3.36,False,2025,2025-01
558835,21877,HOME SWEET HOME MUG,1,2011-07-04 11:58:00,3.29,,United Kingdom,2025-07-04 11:58:00,3.29,False,2025,2025-07
523508,22456,NATURAL SLATE CHALKBOARD LARGE,1,2010-09-22 12:13:00,10.17,,United Kingdom,2024-09-22 12:13:00,10.17,False,2024,2024-09
523989,22111,SCOTTIE DOG HOT WATER BOTTLE,12,2010-09-26 14:15:00,4.95,14105,United Kingdom,2024-09-26 14:15:00,59.400000000000006,False,2024,2024-09
577324,16216,LETTER SHAPE PENCIL SHARPENER,80,2011-11-18 14:01:00,0.06,16463,United Kingdom,2025-11-18 14:01:00,4.8,False,2025,2025-11
C532411,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,2010-11-11 19:47:00,9.95,13453,United Kingdom,2024-11-11 19:47:00,-9.95,True,2024,2024-11
509921,79071B,ENGLISH ROSE METAL WASTE BIN,4,2010-05-26 12:04:00,2.95,17074,United Kingdom,2024-05-26 12:04:00,11.8,False,2024,2024-05
541421,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,10,2011-01-17 17:44:00,1.63,,United Kingdom,2025-01-17 17:44:00,16.299999999999997,False,2025,2025-01
541584,22055,MINI CAKE STAND  HANGING STRAWBERY,1,2011-01-19 14:12:00,3.29,,United Kingdom,2025-01-19 14:12:00,3.29,False,2025,2025-01
540542,22639,SET OF 4 NAPKIN CHARMS HEARTS,6,2011-01-09 15:18:00,2.55,15107,United Kingdom,2025-01-09 15:18:00,15.3,False,2025,2025-01
555277,22583,PACK OF 6 HANDBAG GIFT BOXES,1,2011-06-01 17:30:00,4.96,,United Kingdom,2025-06-01 17:30:00,4.96,False,2025,2025-06
539337,82552,WASHROOM METAL SIGN,12,2010-12-17 10:46:00,1.45,,EIRE,2024-12-17 10:46:00,17.4,False,2024,2024-12
562204,90063A,WHITE VINT ART DECO CRYSTAL NECKLAC,1,2011-08-03 12:54:00,8.5,16324,United Kingdom,2025-08-03 12:54:00,8.5,False,2025,2025-08
513775,21179,NO JUNK MAIL METAL SIGN,12,2010-06-28 13:58:00,1.06,17448,United Kingdom,2024-06-28 13:58:00,12.72,False,2024,2024-06
537242,22694,WICKER STAR,6,2010-12-06 10:19:00,2.1,14748,United Kingdom,2024-12-06 10:19:00,12.6,False,2024,2024-12
541421,22867,HAND WARMER BIRD DESIGN,1,2011-01-17 17:44:00,4.13,,United Kingdom,2025-01-17 17:44:00,4.13,False,2025,2025-01
522098,21531,RED RETROSPOT SUGAR JAM BOWL,6,2010-09-12 13:51:00,2.55,16320,Unspecified,2024-09-12 13:51:00,15.3,False,2024,2024-09
541696,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,2,2011-01-20 18:08:00,0.83,,United Kingdom,2025-01-20 18:08:00,1.66,False,2025,2025-01
560997,22551,PLASTERS IN TIN SPACEBOY,12,2011-07-22 13:59:00,1.65,12627,Germany,2025-07-22 13:59:00,19.8,False,2025,2025-07
492807,21813,GARLAND WITH STARS AND BELLS,6,2009-12-20 12:29:00,4.95,17211,United Kingdom,2023-12-20 12:29:00,29.700000000000003,False,2023,2023-12
545676,21888,BINGO SET,4,2011-03-06 10:26:00,3.75,15034,United Kingdom,2025-03-06 10:26:00,15.0,False,2025,2025-03
507281,21754,HOME BUILDING BLOCK WORD,6,2010-05-07 13:29:00,5.95,13089,United Kingdom,2024-05-07 13:29:00,35.7,False,2024,2024-05
568212,22131,FOOD CONTAINER SET 3 LOVE HEART,1,2011-09-25 16:05:00,1.95,15154,United Kingdom,2025-09-25 16:05:00,1.95,False,2025,2025-09
491971,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,4,2009-12-14 18:37:00,5.17,,United Kingdom,2023-12-14 18:37:00,20.68,False,2023,2023-12
525317,21380,WOODEN HAPPY BIRTHDAY GARLAND,4,2010-10-05 11:17:00,2.95,15311,United Kingdom,2024-10-05 11:17:00,11.8,False,2024,2024-10
527428,22851,SET 20 NAPKINS FAIRY CAKES DESIGN,2,2010-10-17 16:17:00,0.85,16283,United Kingdom,2024-10-17 16:17:00,1.7,False,2024,2024-10
C542589,22456,NATURAL SLATE CHALKBOARD LARGE,-2,2011-01-28 15:58:00,4.95,14709,United Kingdom,2025-01-28 15:58:00,-9.9,True,2025,2025-01
490149,72741,GRAND CHOCOLATECANDLE,1,2009-12-04 09:43:00,8.65,,United Kingdom,2023-12-04 09:43:00,8.65,False,2023,2023-12
502450,21455,PAINTED YELLOW WOODEN DAISY,12,2010-03-24 14:10:00,0.85,14026,United Kingdom,2024-03-24 14:10:00,10.2,False,2024,2024-03
502375,21622,VINTAGE UNION JACK CUSHION COVER,4,2010-03-24 11:38:00,4.95,17165,United Kingdom,2024-03-24 11:38:00,19.8,False,2024,2024-03
572240,23341,PINK DINER WALL CLOCK,2,2011-10-21 15:18:00,8.5,13709,United Kingdom,2025-10-21 15:18:00,17.0,False,2025,2025-10
508311,22379,RECYCLING BAG RETROSPOT,10,2010-05-14 11:13:00,2.1,15218,United Kingdom,2024-05-14 11:13:00,21.0,False,2024,2024-05
494798,22087,PAPER BUNTING WHITE LACE,4,2010-01-18 14:32:00,2.95,17773,United Kingdom,2024-01-18 14:32:00,11.8,False,2024,2024-01
553487,21174,POTTERING IN THE SHED METAL SIGN,6,2011-05-17 12:38:00,2.08,13246,United Kingdom,2025-05-17 12:38:00,12.48,False,2025,2025-05
535324,22501,PICNIC BASKET WICKER LARGE,1,2010-11-25 15:26:00,9.95,14482,United Kingdom,2024-11-25 15:26:00,9.95,False,2024,2024-11
554714,47591d,PINK FAIRY CAKE CHILDRENS APRON,1,2011-05-26 10:44:00,4.96,,United Kingdom,2025-05-26 10:44:00,4.96,False,2025,2025-05
544476,22951,60 CAKE CASES DOLLY GIRL DESIGN,2,2011-02-21 09:58:00,0.55,14796,United Kingdom,2025-02-21 09:58:00,1.1,False,2025,2025-02
521229,90199A,5 STRAND GLASS NECKLACE BLACK,1,2010-09-03 11:07:00,6.35,,United Kingdom,2024-09-03 11:07:00,6.35,False,2024,2024-09
505204,BANK CHARGES,Bank Charges,1,2010-04-20 16:24:00,15.0,17448,United Kingdom,2024-04-20 16:24:00,15.0,False,2024,2024-04
576351,21591,COSY HOUR CIGAR BOX MATCHES,1,2011-11-14 15:51:00,1.25,17235,United Kingdom,2025-11-14 15:51:00,1.25,False,2025,2025-11
504498,37330,SPOTS MUG,48,2010-04-14 11:16:00,1.65,17511,United Kingdom,2024-04-14 11:16:00,79.19999999999999,False,2024,2024-04
576927,23433,HANGING QUILTED PATCHWORK APPLES,12,2011-11-17 11:02:00,0.83,12567,France,2025-11-17 11:02:00,9.96,False,2025,2025-11
528139,22812,PACK 3 BOXES CHRISTMAS PANNETONE,3,2010-10-20 15:25:00,1.95,16372,United Kingdom,2024-10-20 15:25:00,5.85,False,2024,2024-10
519882,21897,POTTING SHED CANDLE CITRONELLA,1,2010-08-22 11:45:00,2.95,16725,United Kingdom,2024-08-22 11:45:00,2.95,False,2024,2024-08
579832,85061W,WHITE JEWELLED HEART DECORATION,24,2011-11-30 15:58:00,0.85,17434,United Kingdom,2025-11-30 15:58:00,20.4,False,2025,2025-11
554151,20975,12 PENCILS SMALL TUBE RED RETROSPOT,12,2011-05-23 11:07:00,0.65,14049,United Kingdom,2025-05-23 11:07:00,7.800000000000001,False,2025,2025-05
521515,84375,SET OF 20 KIDS COOKIE CUTTERS,2,2010-09-06 14:36:00,2.1,13736,United Kingdom,2024-09-06 14:36:00,4.2,False,2024,2024-09
519832,20681,PINK SPOTTY CHILDS UMBRELLA,3,2010-08-20 15:14:00,3.25,16401,United Kingdom,2024-08-20 15:14:00,9.75,False,2024,2024-08
546993,21038,SET/4 MODERN VINTAGE COTTON NAPKINS,2,2011-03-18 13:19:00,0.79,17921,United Kingdom,2025-03-18 13:19:00,1.58,False,2025,2025-03
574536,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2011-11-04 14:35:00,0.55,15707,United Kingdom,2025-11-04 14:35:00,0.55,False,2025,2025-11
561217,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,2011-07-25 17:09:00,16.63,,United Kingdom,2025-07-25 17:09:00,33.26,False,2025,2025-07
540821,10125,MINI FUNKY DESIGN TAPES,1,2011-01-11 13:16:00,0.81,,United Kingdom,2025-01-11 13:16:00,0.81,False,2025,2025-01
505741,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-04-25 15:56:00,2.95,16984,United Kingdom,2024-04-25 15:56:00,2.95,False,2024,2024-04
569493,23389,SPACEBOY MINI BACKPACK,4,2011-10-04 13:35:00,4.15,13317,United Kingdom,2025-10-04 13:35:00,16.6,False,2025,2025-10
498905,84975,HEART SHAPED MIRROR,6,2010-02-23 14:40:00,1.69,12854,United Kingdom,2024-02-23 14:40:00,10.14,False,2024,2024-02
565415,23551,PACK OF 12 PAISLEY PARK TISSUES,48,2011-09-04 12:00:00,0.39,14067,United Kingdom,2025-09-04 12:00:00,18.72,False,2025,2025-09
550274,22084,PAPER CHAIN KIT EMPIRE,6,2011-04-15 12:23:00,2.95,15498,United Kingdom,2025-04-15 12:23:00,17.700000000000003,False,2025,2025-04
552678,22659,LUNCH BOX I LOVE LONDON,5,2011-05-10 15:08:00,2.46,,United Kingdom,2025-05-10 15:08:00,12.3,False,2025,2025-05
553549,21084,SET/6 COLLAGE PAPER CUPS,12,2011-05-17 16:09:00,0.83,,United Kingdom,2025-05-17 16:09:00,9.96,False,2025,2025-05
516725,21714,CITRONELLA CANDLE GARDEN POT,12,2010-07-22 13:06:00,1.25,16814,United Kingdom,2024-07-22 13:06:00,15.0,False,2024,2024-07
544156,22120,WELCOME  WOODEN BLOCK LETTERS,3,2011-02-16 12:33:00,9.95,12352,Norway,2025-02-16 12:33:00,29.85,False,2025,2025-02
574920,22899,CHILDREN'S APRON DOLLY GIRL,1,2011-11-07 16:34:00,0.0,13985,United Kingdom,2025-11-07 16:34:00,0.0,False,2025,2025-11
530550,22210,WOOD STAMP SET BEST WISHES,1,2010-11-03 13:18:00,1.65,14988,United Kingdom,2024-11-03 13:18:00,1.65,False,2024,2024-11
577358,23038,T-LIGHT HOLDER SILVER SAUCER,2,2011-11-18 15:59:00,1.63,,United Kingdom,2025-11-18 15:59:00,3.26,False,2025,2025-11
504625,85099B,RED RETROSPOT JUMBO BAG,30,2010-04-15 12:17:00,1.95,18174,United Kingdom,2024-04-15 12:17:00,58.5,False,2024,2024-04
521025,POST,POSTAGE,1,2010-09-01 15:29:00,15.0,,United Arab Emirates,2024-09-01 15:29:00,15.0,False,2024,2024-09
500370,21499,BLUE SPOTS  WRAP,25,2010-03-08 08:45:00,0.42,17063,United Kingdom,2024-03-08 08:45:00,10.5,False,2024,2024-03
569343,23532,WALL ART WORK REST AND PLAY,120,2011-10-03 14:34:00,4.15,18102,United Kingdom,2025-10-03 14:34:00,498.00000000000006,False,2025,2025-10
566560,22092,BLUE PAISLEY TISSUE BOX,2,2011-09-13 12:09:00,0.39,17092,United Kingdom,2025-09-13 12:09:00,0.78,False,2025,2025-09
571797,23238,SET OF 4 KNICK KNACK TINS LONDON,1,2011-10-19 11:41:00,8.29,,United Kingdom,2025-10-19 11:41:00,8.29,False,2025,2025-10
575718,23110,PARISIENNE KEY CABINET,1,2011-11-10 18:04:00,5.75,16907,United Kingdom,2025-11-10 18:04:00,5.75,False,2025,2025-11
539040,82494L,WOODEN FRAME ANTIQUE WHITE,6,2010-12-15 15:14:00,2.95,17214,United Kingdom,2024-12-15 15:14:00,17.700000000000003,False,2024,2024-12
503336,84984D,ORIENTAL RED CUSHION COVER,2,2010-03-31 12:23:00,4.65,13059,United Kingdom,2024-03-31 12:23:00,9.3,False,2024,2024-03
545150,22505,MEMO BOARD COTTAGE DESIGN,4,2011-02-28 12:27:00,4.95,14227,United Kingdom,2025-02-28 12:27:00,19.8,False,2025,2025-02
540161,16161P,WRAP ENGLISH ROSE,1,2011-01-05 11:52:00,0.42,16719,United Kingdom,2025-01-05 11:52:00,0.42,False,2025,2025-01
512527,22582,PACK OF 6 SWEETIE GIFT BOXES,6,2010-06-16 11:53:00,2.55,17448,United Kingdom,2024-06-16 11:53:00,15.3,False,2024,2024-06
498853,20713,JUMBO BAG OWLS,20,2010-02-23 12:08:00,1.95,16779,United Kingdom,2024-02-23 12:08:00,39.0,False,2024,2024-02
564480,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,2011-08-25 13:24:00,7.95,17656,United Kingdom,2025-08-25 13:24:00,15.9,False,2025,2025-08
576075,47567B,TEA TIME KITCHEN APRON,1,2011-11-13 16:16:00,5.95,15861,United Kingdom,2025-11-13 16:16:00,5.95,False,2025,2025-11
517946,10134,COLOURING PENCILS BROWN TUBE,10,2010-08-03 11:32:00,1.25,17673,United Kingdom,2024-08-03 11:32:00,12.5,False,2024,2024-08
