Customer_ID,InvoiceDate_mod,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
16049,2025-10-30 13:19:00,40,6,1852.15,4,4,4,12,Champions
12950,2025-12-07 13:17:00,2,3,1843.0,5,3,4,12,Loyal
13168,2025-11-03 12:56:00,36,6,1831.68,4,4,4,12,Champions
16825,2025-11-01 11:51:00,39,5,1826.89,4,4,4,12,Champions
17244,2025-10-17 15:19:00,53,5,1826.04,4,4,4,12,Champions
14715,2025-11-15 12:10:00,25,8,1825.45,4,4,4,12,Champions
16169,2025-12-01 15:28:00,8,4,1822.97,5,3,4,12,Loyal
16205,2025-11-09 09:32:00,31,7,1820.11,4,4,4,12,Champions
16880,2025-11-09 11:33:00,31,8,1813.21,4,4,4,12,Champions
15530,2025-11-18 12:25:00,22,5,1808.68,4,4,4,12,Champions
15807,2025-10-20 14:10:00,50,6,1807.57,4,4,4,12,Champions
16249,2025-10-18 10:07:00,53,5,1800.07,4,4,4,12,Champions
16027,2025-09-09 10:47:00,92,18,1799.8400000000001,3,5,4,12,Regulars
14553,2025-11-20 13:20:00,19,10,1793.1,4,4,4,12,Champions
15608,2025-11-11 13:20:00,28,5,1785.98,4,4,4,12,Champions
15452,2025-11-10 12:13:00,30,6,1785.1100000000001,4,4,4,12,Champions
12784,2025-11-30 15:38:00,9,3,1763.15,5,3,4,12,Loyal
16511,2025-11-18 10:41:00,22,6,1760.49,4,4,4,12,Champions
15220,2025-10-19 12:39:00,52,7,1758.92,4,4,4,12,Champions
16266,2025-09-27 12:08:00,74,14,1757.95,3,5,4,12,Regulars
12778,2025-11-20 11:39:00,20,10,1757.68,4,4,4,12,Champions
14915,2025-09-15 10:27:00,86,13,1752.65,3,5,4,12,Regulars
14522,2025-11-15 13:24:00,24,8,1748.42,4,4,4,12,Champions
13808,2025-12-04 12:18:00,6,5,1747.66,5,3,4,12,Loyal
13503,2025-09-29 13:23:00,71,12,1747.39,3,5,4,12,Regulars
16348,2025-11-07 15:44:00,32,8,1744.42,4,4,4,12,Champions
17974,2025-11-15 11:37:00,25,6,1739.09,4,4,4,12,Champions
15885,2025-09-08 10:43:00,93,20,1737.57,3,5,4,12,Regulars
17268,2025-08-24 10:06:00,108,11,1733.8899999999999,3,5,4,12,Regulars
13363,2025-11-22 12:40:00,18,3,1723.8600000000001,5,3,4,12,Loyal
15267,2025-11-17 15:59:00,22,5,1717.36,4,4,4,12,Champions
15369,2025-07-18 15:11:00,144,13,1713.3900000000003,3,5,4,12,Regulars
14447,2025-11-21 08:28:00,19,6,1711.73,4,4,4,12,Champions
14692,2025-07-25 15:08:00,137,13,1705.64,3,5,4,12,Regulars
14967,2025-10-21 11:06:00,50,7,1680.52,4,4,4,12,Champions
13149,2025-11-25 13:09:00,14,4,1676.06,5,3,4,12,Loyal
16233,2025-09-29 17:27:00,71,12,1671.31,3,5,4,12,Regulars
17534,2025-10-17 12:47:00,54,5,1668.83,4,4,4,12,Champions
12912,2025-12-07 08:55:00,3,5,1662.3,5,3,4,12,Loyal
16639,2025-11-14 13:47:00,25,5,1659.8500000000001,4,4,4,12,Champions
16859,2025-08-25 14:12:00,106,10,1657.74,3,5,4,12,Regulars
12693,2025-08-11 09:16:00,121,11,1640.42,3,5,4,12,Regulars
17041,2025-11-13 11:21:00,27,7,1639.4,4,4,4,12,Champions
17571,2025-10-20 15:57:00,50,5,1630.91,4,4,4,12,Champions
14904,2025-12-07 12:55:00,2,4,1630.49,5,3,4,12,Loyal
15551,2025-11-03 12:37:00,37,9,1629.01,4,4,4,12,Champions
15339,2025-10-04 12:51:00,66,11,1627.27,3,5,4,12,Regulars
14759,2025-12-05 12:03:00,5,3,1625.97,5,3,4,12,Loyal
16224,2025-10-13 17:51:00,57,5,1616.54,4,4,4,12,Champions
14336,2025-11-23 11:40:00,17,4,1614.91,5,3,4,12,Loyal
17515,2025-11-08 14:04:00,31,9,1602.51,4,4,4,12,Champions
14587,2025-11-21 11:34:00,19,10,1577.39,4,4,4,12,Champions
15289,2025-11-10 13:49:00,29,7,1570.71,4,4,4,12,Champions
17624,2025-11-25 10:52:00,15,4,1568.63,5,3,4,12,Loyal
16099,2025-10-20 13:13:00,50,8,1568.25,4,4,4,12,Champions
17235,2025-11-14 15:51:00,25,8,1562.98,4,4,4,12,Champions
17886,2025-11-08 10:09:00,32,7,1562.6,4,4,4,12,Champions
12577,2025-11-04 13:28:00,35,9,1554.7,4,4,4,12,Champions
18149,2025-10-20 12:04:00,51,7,1553.96,4,4,4,12,Champions
16017,2025-10-23 12:56:00,47,5,1545.58,4,4,4,12,Champions
14754,2025-10-26 12:01:00,45,7,1543.73,4,4,4,12,Champions
13939,2025-11-16 13:33:00,23,10,1533.66,4,4,4,12,Champions
15701,2025-12-07 14:39:00,2,4,1529.0,5,3,4,12,Loyal
15201,2025-09-22 09:53:00,79,14,1525.9,3,5,4,12,Regulars
15587,2025-10-20 13:37:00,50,7,1522.08,4,4,4,12,Champions
16092,2025-09-02 11:46:00,99,10,1515.49,3,5,4,12,Regulars
17764,2025-10-20 11:03:00,51,5,1513.57,4,4,4,12,Champions
15948,2025-12-01 15:32:00,8,3,1509.0900000000001,5,3,4,12,Loyal
18022,2025-11-04 12:45:00,36,5,1507.25,4,4,4,12,Champions
17997,2025-09-26 16:13:00,74,12,1503.09,3,5,4,12,Regulars
15110,2025-11-16 11:16:00,24,9,1482.95,4,4,4,12,Champions
16907,2025-11-10 18:04:00,29,9,1470.89,4,4,4,12,Champions
17590,2025-12-07 12:55:00,2,3,1468.02,5,3,4,12,Loyal
18252,2025-10-20 12:43:00,51,8,1457.19,4,4,4,12,Champions
16239,2025-10-14 08:29:00,57,7,1450.9,4,4,4,12,Champions
17073,2025-11-22 11:47:00,18,4,1446.09,5,3,4,12,Loyal
17734,2025-10-17 12:33:00,54,6,1442.32,4,4,4,12,Champions
17175,2025-10-26 15:31:00,44,5,1430.94,4,4,4,12,Champions
16121,2025-10-13 12:59:00,57,6,1430.14,4,4,4,12,Champions
14684,2025-11-14 11:33:00,26,6,1430.03,4,4,4,12,Champions
15237,2025-12-08 09:46:00,2,4,1412.32,5,3,4,12,Loyal
16394,2025-10-20 19:16:00,50,9,1412.06,4,4,4,12,Champions
16140,2025-10-18 10:59:00,53,5,1412.05,4,4,4,12,Champions
17545,2025-10-27 14:04:00,43,6,1409.8600000000001,4,4,4,12,Champions
12947,2025-07-19 10:06:00,144,11,1407.29,3,5,4,12,Regulars
14829,2025-11-10 16:16:00,29,9,1402.97,4,4,4,12,Champions
16835,2025-08-03 13:50:00,128,10,1389.76,3,5,4,12,Regulars
15468,2025-11-04 13:11:00,35,7,1387.48,4,4,4,12,Champions
16463,2025-11-18 14:01:00,21,7,1383.7,4,4,4,12,Champions
12952,2025-12-04 10:35:00,6,5,1382.84,5,3,4,12,Loyal
14662,2025-11-11 12:13:00,29,7,1376.43,4,4,4,12,Champions
14434,2025-11-18 08:56:00,22,6,1372.8,4,4,4,12,Champions
13159,2025-12-01 11:20:00,9,5,1371.25,5,3,4,12,Loyal
13155,2025-11-06 15:41:00,33,6,1370.48,4,4,4,12,Champions
18221,2025-11-17 14:40:00,22,8,1370.34,4,4,4,12,Champions
14609,2025-09-28 12:54:00,72,11,1366.2,3,5,4,12,Regulars
16389,2025-10-17 14:41:00,53,5,1362.27,4,4,4,12,Champions
13760,2025-10-16 16:13:00,54,6,1358.6399999999999,4,4,4,12,Champions
17054,2025-11-11 12:56:00,28,6,1353.83,4,4,4,12,Champions
15116,2025-11-22 12:25:00,18,4,1352.75,5,3,4,12,Loyal
16245,2025-11-16 10:14:00,24,5,1352.36,4,4,4,12,Champions
16079,2025-11-23 12:48:00,17,3,1352.0,5,3,4,12,Loyal
14550,2025-11-29 12:12:00,11,4,1345.06,5,3,4,12,Loyal
15398,2025-11-23 16:47:00,16,3,1339.63,5,3,4,12,Loyal
15411,2025-11-13 15:19:00,26,5,1336.43,4,4,4,12,Champions
16295,2025-11-30 08:17:00,10,4,1328.55,5,3,4,12,Loyal
17951,2025-10-31 12:30:00,40,5,1322.88,4,4,4,12,Champions
14591,2025-11-24 13:57:00,15,4,1320.21,5,3,4,12,Loyal
12364,2025-12-02 10:22:00,8,4,1313.1,5,3,4,12,Loyal
13587,2025-11-08 11:17:00,32,6,1308.1,4,4,4,12,Champions
12463,2025-10-24 13:43:00,46,7,1303.63,4,4,4,12,Champions
15471,2025-12-07 14:12:00,2,3,1292.01,5,3,4,12,Loyal
16212,2025-11-20 13:00:00,19,5,1284.56,4,4,4,12,Champions
17521,2025-11-15 14:00:00,24,6,1276.81,4,4,4,12,Champions
14820,2025-11-18 15:41:00,21,9,1274.76,4,4,4,12,Champions
14167,2025-10-31 14:29:00,39,8,1274.29,4,4,4,12,Champions
17027,2025-09-22 12:24:00,79,10,1268.93,3,5,4,12,Regulars
13892,2025-11-13 11:50:00,27,6,1267.65,4,4,4,12,Champions
15584,2025-11-16 10:55:00,24,7,1265.7,4,4,4,12,Champions
13617,2025-10-30 13:50:00,40,9,1263.8,4,4,4,12,Champions
13138,2025-11-17 16:51:00,22,8,1261.26,4,4,4,12,Champions
16688,2025-12-08 15:24:00,1,4,1260.8600000000001,5,3,4,12,Loyal
14984,2025-11-20 14:28:00,19,6,1260.51,4,4,4,12,Champions
16372,2025-11-06 13:08:00,33,6,1260.31,4,4,4,12,Champions
18035,2025-11-04 12:39:00,36,5,1260.23,4,4,4,12,Champions
15009,2025-11-27 13:35:00,12,3,1259.43,5,3,4,12,Loyal
15651,2025-11-03 08:41:00,37,5,1259.06,4,4,4,12,Champions
14487,2025-11-13 12:17:00,27,8,1253.52,4,4,4,12,Champions
17076,2025-11-03 17:53:00,36,6,1242.75,4,4,4,12,Champions
17796,2025-10-30 15:38:00,40,7,1236.39,4,4,4,12,Champions
12673,2025-12-04 13:55:00,5,3,1230.02,5,3,4,12,Loyal
12985,2025-12-09 10:46:00,1,3,1215.6200000000001,5,3,4,12,Loyal
14020,2025-11-23 09:22:00,17,5,1213.26,5,3,4,12,Loyal
15664,2025-10-20 10:57:00,51,7,1212.35,4,4,4,12,Champions
14725,2025-11-15 12:42:00,25,5,1202.34,4,4,4,12,Champions
15145,2025-12-05 17:21:00,4,4,1194.73,5,3,4,12,Loyal
12993,2025-11-16 15:49:00,23,10,1191.26,4,4,4,12,Champions
15573,2025-11-08 11:38:00,32,5,1188.42,4,4,4,12,Champions
17800,2025-11-02 12:57:00,37,9,1187.21,4,4,4,12,Champions
16830,2025-11-01 11:35:00,39,5,1183.7,4,4,4,12,Champions
17653,2025-11-10 14:26:00,29,5,1175.88,4,4,4,12,Champions
15994,2025-10-16 12:28:00,55,5,1172.34,4,4,4,12,Champions
12691,2025-11-11 16:49:00,28,7,1170.4,4,4,4,12,Champions
17373,2025-10-30 15:28:00,40,7,1167.5,4,4,4,12,Champions
16653,2025-11-23 14:51:00,16,3,1166.92,5,3,4,12,Loyal
18181,2025-11-15 15:08:00,24,7,1166.6100000000001,4,4,4,12,Champions
16949,2025-12-06 11:07:00,4,7,1161.27,5,4,3,12,Loyal
15621,2025-12-05 14:01:00,4,6,1158.77,5,4,3,12,Loyal
13499,2025-11-22 11:21:00,18,7,1146.96,5,4,3,12,Loyal
15022,2025-11-28 12:35:00,12,5,1133.44,5,4,3,12,Loyal
16989,2025-12-02 16:39:00,7,6,1133.25,5,4,3,12,Loyal
13882,2025-12-07 11:16:00,3,6,1131.28,5,4,3,12,Loyal
13589,2025-11-25 12:10:00,15,6,1120.74,5,4,3,12,Loyal
17302,2025-11-25 09:36:00,15,6,1119.93,5,4,3,12,Loyal
13509,2025-12-01 10:10:00,9,8,1114.72,5,4,3,12,Loyal
14126,2025-12-02 11:45:00,8,5,1109.96,5,4,3,12,Loyal
13109,2025-12-07 12:38:00,3,7,1107.58,5,4,3,12,Loyal
17562,2025-11-25 14:21:00,14,8,1107.38,5,4,3,12,Loyal
15038,2025-10-27 14:42:00,43,10,1106.63,4,5,3,12,Loyal
12421,2025-11-24 09:07:00,16,8,1092.83,5,4,3,12,Loyal
14805,2025-11-24 16:20:00,15,7,1082.55,5,4,3,12,Loyal
15745,2025-12-01 11:18:00,9,6,1071.24,5,4,3,12,Loyal
17522,2025-12-08 12:31:00,2,5,1070.71,5,4,3,12,Loyal
14966,2025-11-25 12:20:00,15,6,1064.26,5,4,3,12,Loyal
14102,2025-12-04 15:38:00,5,8,1060.33,5,4,3,12,Loyal
16642,2025-12-05 11:31:00,5,5,1051.46,5,4,3,12,Loyal
15969,2025-12-07 11:06:00,3,6,1043.85,5,4,3,12,Loyal
16261,2025-11-22 17:23:00,17,6,1041.16,5,4,3,12,Loyal
17042,2025-12-07 12:26:00,3,5,1036.58,5,4,3,12,Loyal
16682,2025-12-05 12:13:00,5,5,1028.0,5,4,3,12,Loyal
12828,2025-12-07 08:45:00,3,6,1018.71,5,4,3,12,Loyal
17329,2025-11-25 14:24:00,14,5,998.53,5,4,3,12,Loyal
17631,2025-12-08 09:47:00,2,7,998.49,5,4,3,12,Loyal
17299,2025-11-28 12:01:00,12,6,993.23,5,4,3,12,Loyal
18237,2025-12-07 12:49:00,3,5,987.1,5,4,3,12,Loyal
13238,2025-11-28 15:30:00,11,7,986.73,5,4,3,12,Loyal
15132,2025-11-21 17:10:00,18,5,977.9300000000001,5,4,3,12,Loyal
17221,2025-12-02 13:35:00,7,5,976.62,5,4,3,12,Loyal
17883,2025-12-06 17:49:00,3,8,972.52,5,4,3,12,Loyal
15208,2025-12-08 17:24:00,1,7,968.02,5,4,3,12,Loyal
17405,2025-12-08 17:12:00,1,5,967.22,5,4,3,12,Loyal
14931,2025-12-05 10:19:00,5,6,964.6800000000001,5,4,3,12,Loyal
15028,2025-12-01 14:06:00,8,6,962.9399999999999,5,4,3,12,Loyal
17516,2025-11-24 16:51:00,15,6,947.5,5,4,3,12,Loyal
18154,2025-12-06 16:41:00,3,5,932.6,5,4,3,12,Loyal
18001,2025-11-27 16:02:00,12,6,924.14,5,4,3,12,Loyal
17812,2025-11-27 11:47:00,13,7,911.99,5,4,3,12,Loyal
14289,2025-12-01 11:44:00,9,6,911.26,5,4,3,12,Loyal
15511,2025-11-28 09:43:00,12,5,900.53,5,4,3,12,Loyal
17155,2025-11-22 12:38:00,18,7,892.46,5,4,3,12,Loyal
16442,2025-12-08 11:43:00,2,5,891.98,5,4,3,12,Loyal
15406,2025-11-21 16:14:00,18,6,891.77,5,4,3,12,Loyal
15393,2025-11-23 16:48:00,16,5,891.34,5,4,3,12,Loyal
14141,2025-12-07 09:53:00,3,6,879.0300000000001,5,4,3,12,Loyal
17864,2025-11-27 11:15:00,13,5,876.57,5,4,3,12,Loyal
15525,2025-12-07 15:39:00,2,5,875.32,5,4,3,12,Loyal
14551,2025-11-21 13:36:00,18,9,856.64,5,4,3,12,Loyal
17867,2025-11-09 14:15:00,30,20,856.55,4,5,3,12,Loyal
13991,2025-11-27 16:18:00,12,7,847.54,5,4,3,12,Loyal
16877,2025-11-27 13:47:00,12,6,846.62,5,4,3,12,Loyal
16362,2025-11-07 13:01:00,32,11,816.96,4,5,3,12,Loyal
16438,2025-12-04 10:51:00,6,5,798.35,5,4,3,12,Loyal
15714,2025-11-28 11:26:00,12,5,783.96,5,4,3,12,Loyal
17817,2025-12-05 14:39:00,4,7,781.45,5,4,3,12,Loyal
13502,2025-11-23 10:39:00,17,6,774.6,5,4,3,12,Loyal
17579,2025-12-05 12:28:00,5,5,744.58,5,4,3,12,Loyal
16892,2025-12-08 13:18:00,1,9,726.05,5,4,3,12,Loyal
15901,2025-11-23 12:43:00,17,9,668.73,5,4,3,12,Loyal
17852,2025-11-28 12:36:00,12,5,657.8100000000001,5,4,3,12,Loyal
17371,2025-11-22 13:30:00,17,6,655.37,5,4,3,12,Loyal
18101,2025-11-28 13:37:00,11,5,622.01,5,4,3,12,Loyal
16330,2025-11-22 12:24:00,18,8,615.68,5,4,3,12,Loyal
16566,2025-11-24 16:34:00,15,6,614.01,5,4,3,12,Loyal
15097,2025-12-05 14:03:00,4,5,587.05,5,4,3,12,Loyal
17988,2025-11-28 11:00:00,12,15,479.59,5,5,2,12,Loyal
12482,2024-09-16 12:20:00,450,32,21893.53,1,5,5,11,Big Spenders (Dormant)
12357,2025-11-06 16:07:00,33,3,18287.66,4,2,5,11,Regulars
12590,2025-06-02 14:25:00,190,5,9853.48,3,3,5,11,Regulars
14439,2025-01-24 11:39:00,320,5,9443.04,2,4,5,11,Big Spenders (Dormant)
14154,2025-04-14 16:26:00,239,10,6263.6,2,4,5,11,Big Spenders (Dormant)
12497,2025-09-19 12:29:00,82,4,6211.75,3,3,5,11,Regulars
12835,2024-10-17 16:35:00,418,49,5972.19,1,5,5,11,Big Spenders (Dormant)
14459,2025-07-07 13:35:00,155,3,5339.1410000000005,3,3,5,11,Regulars
15332,2024-12-08 14:43:00,366,6,4892.68,2,4,5,11,Big Spenders (Dormant)
17829,2025-02-14 12:46:00,299,6,4680.42,2,4,5,11,Big Spenders (Dormant)
13124,2025-09-11 12:45:00,90,4,4641.66,3,3,5,11,Regulars
17508,2025-03-04 08:10:00,281,9,4546.78,2,4,5,11,Big Spenders (Dormant)
16546,2025-02-22 11:20:00,291,7,4421.04,2,4,5,11,Big Spenders (Dormant)
17138,2025-03-09 11:54:00,276,7,4417.27,2,4,5,11,Big Spenders (Dormant)
16118,2024-11-11 19:54:00,393,5,4255.43,2,4,5,11,Big Spenders (Dormant)
14685,2024-05-12 13:08:00,576,13,4241.16,1,5,5,11,Big Spenders (Dormant)
15633,2024-07-18 13:54:00,509,18,4156.91,1,5,5,11,Big Spenders (Dormant)
14566,2025-08-21 11:05:00,111,4,4092.0,3,3,5,11,Regulars
14817,2025-05-23 13:35:00,200,9,3889.21,2,4,5,11,Big Spenders (Dormant)
15195,2025-12-07 12:20:00,3,1,3861.0,5,1,5,11,Regulars
17553,2025-08-02 10:00:00,130,4,3757.6,3,3,5,11,Regulars
12502,2025-09-05 11:52:00,96,5,3723.87,3,3,5,11,Regulars
12857,2025-05-13 10:20:00,211,7,3684.25,2,4,5,11,Big Spenders (Dormant)
12623,2025-03-08 13:50:00,276,9,3639.84,2,4,5,11,Big Spenders (Dormant)
14770,2025-04-21 14:21:00,232,9,3624.8900000000003,2,4,5,11,Big Spenders (Dormant)
13446,2024-10-15 15:37:00,420,18,3608.86,1,5,5,11,Big Spenders (Dormant)
17597,2025-05-10 11:54:00,214,7,3425.29,2,4,5,11,Big Spenders (Dormant)
16281,2025-09-28 14:57:00,72,4,3416.52,3,3,5,11,Regulars
15265,2025-07-11 14:46:00,151,4,3345.64,3,3,5,11,Regulars
14669,2025-04-12 11:43:00,242,7,3216.78,2,4,5,11,Big Spenders (Dormant)
15057,2025-03-09 15:17:00,275,6,3184.56,2,4,5,11,Big Spenders (Dormant)
12976,2025-05-12 09:55:00,212,8,3156.38,2,4,5,11,Big Spenders (Dormant)
13052,2025-05-11 14:12:00,212,7,3119.33,2,4,5,11,Big Spenders (Dormant)
15538,2024-06-20 10:49:00,538,11,3036.1,1,5,5,11,Big Spenders (Dormant)
15823,2025-01-06 12:58:00,337,6,3018.86,2,4,5,11,Big Spenders (Dormant)
16718,2024-12-05 13:03:00,369,5,3006.08,2,4,5,11,Big Spenders (Dormant)
14161,2025-05-08 11:41:00,216,7,2996.93,2,4,5,11,Big Spenders (Dormant)
12770,2025-05-13 09:33:00,211,7,2975.95,2,4,5,11,Big Spenders (Dormant)
13253,2025-07-06 10:09:00,157,4,2951.11,3,3,5,11,Regulars
17444,2025-07-15 12:05:00,148,3,2940.04,3,3,5,11,Regulars
12635,2025-09-11 11:04:00,90,4,2930.41,3,3,5,11,Regulars
14590,2024-10-11 12:06:00,425,28,2871.04,1,5,5,11,Big Spenders (Dormant)
15235,2025-05-06 09:44:00,218,16,2772.76,2,5,4,11,Big Spenders (Dormant)
13963,2025-02-04 14:43:00,308,18,2748.32,2,5,4,11,Big Spenders (Dormant)
17241,2024-11-19 13:01:00,385,12,2736.64,2,5,4,11,Big Spenders (Dormant)
15389,2025-06-20 16:18:00,172,5,2733.8,3,4,4,11,Regulars
18173,2025-09-14 11:26:00,87,5,2696.36,3,4,4,11,Regulars
12755,2025-04-04 10:12:00,250,22,2611.9500000000003,2,5,4,11,Big Spenders (Dormant)
15985,2025-08-08 16:31:00,123,8,2610.28,3,4,4,11,Regulars
14163,2025-09-13 15:18:00,87,5,2594.62,3,4,4,11,Regulars
15062,2025-09-29 16:51:00,71,8,2585.62,3,4,4,11,Regulars
12520,2025-09-21 15:23:00,79,6,2582.51,3,4,4,11,Regulars
12412,2025-09-26 10:16:00,75,8,2581.03,3,4,4,11,Regulars
17002,2025-09-27 16:48:00,73,8,2565.6,3,4,4,11,Regulars
12982,2025-04-14 10:49:00,240,17,2562.12,2,5,4,11,Big Spenders (Dormant)
13192,2025-09-05 14:13:00,95,8,2544.53,3,4,4,11,Regulars
14548,2025-07-12 12:19:00,151,9,2541.29,3,4,4,11,Regulars
16499,2024-12-14 15:20:00,360,13,2509.64,2,5,4,11,Big Spenders (Dormant)
13414,2025-07-29 11:45:00,134,7,2482.24,3,4,4,11,Regulars
16202,2024-12-14 10:43:00,361,11,2467.04,2,5,4,11,Big Spenders (Dormant)
12701,2025-09-21 10:47:00,80,6,2446.41,3,4,4,11,Regulars
17320,2025-08-31 13:31:00,100,6,2444.85,3,4,4,11,Regulars
14934,2025-09-28 09:45:00,73,9,2444.1,3,4,4,11,Regulars
15623,2025-07-21 17:26:00,141,8,2437.05,3,4,4,11,Regulars
17505,2025-07-01 12:50:00,162,5,2435.48,3,4,4,11,Regulars
13134,2025-09-28 09:22:00,73,9,2422.28,3,4,4,11,Regulars
13878,2025-10-16 12:19:00,55,4,2416.9,4,3,4,11,Loyal
13473,2025-10-10 11:20:00,61,10,2410.98,3,4,4,11,Regulars
15366,2025-09-25 15:01:00,75,7,2389.08,3,4,4,11,Regulars
14414,2025-09-09 12:09:00,92,9,2387.48,3,4,4,11,Regulars
16040,2025-10-05 13:47:00,65,8,2383.7000000000003,3,4,4,11,Regulars
12393,2025-09-28 15:41:00,72,7,2376.75,3,4,4,11,Regulars
16147,2025-07-29 09:57:00,134,7,2367.02,3,4,4,11,Regulars
12802,2025-06-09 09:44:00,184,9,2350.42,3,4,4,11,Regulars
17591,2025-09-27 13:42:00,73,9,2328.37,3,4,4,11,Regulars
17004,2025-10-24 14:25:00,46,4,2324.36,4,3,4,11,Loyal
14346,2025-08-11 09:47:00,121,5,2315.75,3,4,4,11,Regulars
17282,2025-08-01 14:29:00,130,5,2308.54,3,4,4,11,Regulars
15549,2025-09-23 16:22:00,77,9,2296.66,3,4,4,11,Regulars
13055,2025-10-06 18:57:00,64,6,2292.51,3,4,4,11,Regulars
17047,2025-09-15 13:27:00,85,6,2289.23,3,4,4,11,Regulars
17313,2025-11-22 09:23:00,18,2,2288.13,5,2,4,11,Regulars
13280,2025-08-09 13:14:00,122,8,2267.83,3,4,4,11,Regulars
13652,2025-10-25 08:51:00,46,5,2262.05,4,3,4,11,Loyal
13059,2025-04-04 10:40:00,250,12,2261.2200000000003,2,5,4,11,Big Spenders (Dormant)
13655,2025-08-17 14:25:00,114,8,2259.3,3,4,4,11,Regulars
12649,2025-08-24 14:41:00,107,10,2258.5,3,4,4,11,Regulars
16174,2025-08-05 13:26:00,126,7,2246.75,3,4,4,11,Regulars
13814,2025-10-14 16:57:00,56,5,2239.07,4,3,4,11,Loyal
16551,2025-09-05 09:38:00,96,7,2237.12,3,4,4,11,Regulars
18215,2025-09-11 16:05:00,89,6,2223.9900000000002,3,4,4,11,Regulars
13338,2025-07-08 14:53:00,154,10,2223.62,3,4,4,11,Regulars
13627,2025-10-11 14:20:00,59,10,2217.55,3,4,4,11,Regulars
17648,2025-10-10 09:41:00,61,6,2208.42,3,4,4,11,Regulars
14006,2025-08-16 09:39:00,116,7,2196.67,3,4,4,11,Regulars
16317,2025-08-12 12:46:00,120,6,2179.76,3,4,4,11,Regulars
14665,2025-10-10 11:54:00,61,9,2172.33,3,4,4,11,Regulars
16108,2025-09-16 11:51:00,85,8,2171.93,3,4,4,11,Regulars
17550,2025-05-26 14:09:00,197,10,2165.54,2,5,4,11,Big Spenders (Dormant)
13320,2025-09-30 12:52:00,70,9,2144.45,3,4,4,11,Regulars
17732,2024-12-02 09:29:00,373,10,2144.17,2,5,4,11,Big Spenders (Dormant)
17029,2025-08-21 11:06:00,111,7,2137.3,3,4,4,11,Regulars
16520,2025-06-06 13:24:00,186,8,2131.68,3,4,4,11,Regulars
16485,2025-09-23 15:50:00,77,7,2130.19,3,4,4,11,Regulars
14472,2025-08-28 11:01:00,104,9,2118.72,3,4,4,11,Regulars
14360,2025-11-08 09:12:00,32,4,2118.03,4,3,4,11,Loyal
14407,2025-08-24 14:02:00,107,9,2111.08,3,4,4,11,Regulars
16493,2025-09-28 11:13:00,73,9,2110.12,3,4,4,11,Regulars
15815,2025-10-07 12:42:00,64,5,2100.6,3,4,4,11,Regulars
13265,2025-10-17 15:02:00,53,5,2092.66,4,3,4,11,Loyal
15456,2025-03-01 13:51:00,283,10,2091.52,2,5,4,11,Big Spenders (Dormant)
16054,2025-07-17 13:08:00,145,7,2090.68,3,4,4,11,Regulars
13591,2025-10-06 12:26:00,65,8,2081.19,3,4,4,11,Regulars
18009,2025-04-18 13:52:00,235,14,2065.48,2,5,4,11,Big Spenders (Dormant)
16807,2025-07-20 12:00:00,143,8,2064.88,3,4,4,11,Regulars
17585,2025-08-22 13:30:00,109,7,2064.71,3,4,4,11,Regulars
13748,2025-09-05 09:45:00,96,9,2064.35,3,4,4,11,Regulars
12868,2025-06-07 10:42:00,186,8,2043.76,3,4,4,11,Regulars
14651,2025-10-03 15:52:00,67,9,2025.52,3,4,4,11,Regulars
15384,2025-06-23 10:57:00,170,5,2021.1399999999999,3,4,4,11,Regulars
13663,2025-06-13 15:44:00,179,6,2013.6100000000001,3,4,4,11,Regulars
13888,2025-08-12 10:13:00,120,7,2001.5900000000001,3,4,4,11,Regulars
12986,2024-11-02 11:01:00,403,12,1998.3400000000001,2,5,4,11,Big Spenders (Dormant)
14628,2025-09-09 14:58:00,91,5,1998.0,3,4,4,11,Regulars
17088,2025-11-11 14:23:00,28,4,1991.01,4,3,4,11,Loyal
15478,2025-10-30 14:19:00,40,3,1983.48,4,3,4,11,Loyal
15795,2025-07-13 10:43:00,150,8,1979.8700000000001,3,4,4,11,Regulars
14152,2025-09-25 12:54:00,75,9,1975.44,3,4,4,11,Regulars
16065,2024-12-09 13:03:00,365,10,1975.13,2,5,4,11,Big Spenders (Dormant)
15531,2025-12-01 18:43:00,8,2,1972.39,5,2,4,11,Regulars
14396,2025-10-05 16:09:00,65,7,1969.38,3,4,4,11,Regulars
15030,2025-09-29 10:50:00,72,9,1964.66,3,4,4,11,Regulars
12399,2025-08-12 13:15:00,119,7,1962.3,3,4,4,11,Regulars
13208,2025-10-12 09:54:00,59,10,1958.3,3,4,4,11,Regulars
14301,2025-08-24 09:04:00,108,7,1956.23,3,4,4,11,Regulars
13693,2025-01-18 15:23:00,325,13,1948.3200000000002,2,5,4,11,Big Spenders (Dormant)
15803,2025-10-19 14:56:00,51,4,1929.66,4,3,4,11,Loyal
16788,2025-08-08 14:53:00,123,5,1928.93,3,4,4,11,Regulars
13029,2025-11-09 09:13:00,31,5,1927.3,4,3,4,11,Loyal
16681,2025-09-28 11:11:00,73,7,1921.8400000000001,3,4,4,11,Regulars
16650,2025-09-29 09:51:00,72,7,1916.11,3,4,4,11,Regulars
13476,2025-06-14 12:00:00,179,7,1915.77,3,4,4,11,Regulars
14481,2025-06-28 10:38:00,165,6,1908.52,3,4,4,11,Regulars
